
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100


<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		100,		50	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		100,		50	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		100,		50	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		100,		50	// Sellvalue -1 means it can not be selled
	<Category> Black Hawk Parts
		Each part requires 10x10 inventory slots!,	*,			-1,			-1
		SIBblack_hawk_blade1,						*,			7500,		2500	
		SIBblack_hawk_blade2,						*,			7500,		2500
		SIBblack_hawk_blade3,						*,			7500,		2500
		SIBblack_hawk_blade4,						*,			7500,		2500
		SIBblack_hawk_bladem1,						*,			7500,		2500
		SIBblack_hawk_bladem2,						*,			7500,		2500
		SIBblack_hawk_bladem3,						*,			7500,		2500
		SIBblack_hawk_bladem4,						*,			7500,		2500
 
		SIBblack_hawk_Door_1_1,						*,			2500,		800
		SIBblack_hawk_Door_1_2,						*,			2500,		800
		SIBblack_hawk_Door_2_1,						*,			2500,		800
		SIBblack_hawk_Door_2_2,						*,			2500,		800
		SIBblack_hawk_Door_1_1_camo,				*,			2500,		800
		SIBblack_hawk_Door_1_2_camo,				*,			2500,		800
		SIBblack_hawk_Door_2_1_camo,				*,			2500,		800
		SIBblack_hawk_Door_2_2_camo,				*,			2500,		800
 
	<Category> UH1D Parts
		Each part requires 10x10 inventory slots!,	*,			-1,			-1
		SIBUH1D_blade1,								*,			15000,		5000
		SIBUH1D_blade2,								*,			15000,		5000
		SIBUH1D_bladem1,							*,			15000,		5000
		SIBUH1D_bladem2,							*,			15000,		5000
		
		SIBUH1D_Door_1_1,							*,			2500,		800
		SIBUH1D_Door_1_2,							*,			2500,		800
		SIBUH1D_Door_2_1,							*,			2500,		800
		SIBUH1D_Door_2_2,							*,			2500,		800
		SIBUH1D_Door_1_1_airforce,					*,			2500,		800
		SIBUH1D_Door_1_2_airforce,					*,			2500,		800
		SIBUH1D_Door_2_1_airforce,					*,			2500,		800
		SIBUH1D_Door_2_2_airforce,					*,			2500,		800
		SIBUH1D_Door_1_1_iron,						*,			2500,		800
		SIBUH1D_Door_1_2_iron,						*,			2500,		800
		SIBUH1D_Door_2_1_iron,						*,			2500,		800
		SIBUH1D_Door_2_2_iron,						*,			2500,		800
		SIBUH1D_Door_1_1_navy,						*,			2500,		800
		SIBUH1D_Door_1_2_navy,						*,			2500,		800
		SIBUH1D_Door_2_1_navy,						*,			2500,		800
		SIBUH1D_Door_2_2_navy,						*,			2500,		800




//<OpenFile> FileName.txt								// Links to another File; Must be right above <FileEnd>!
<FileEnd>												// This has to be on the End of this File and is very importand!
